,facility type,Access days time fr,open_date,latitude,longitude,street address,city,zip,state,_id
221,,,2015-06-01,42.241125,-83.766522,3145 Ann Arbor-Saline Road,Ann Arbor,48103,MI,624f1ad6d4d1951facd1c842
222,,,2018-07-23,42.706861,-83.289364,800 Brown Road,Auburn Hills,48326,MI,624f1ad6d4d1951facd1c842
223,,,2016-11-01,43.622061,-83.932241,2980 E Wilder Rd,Bay City,48706,MI,624f1ad6d4d1951facd1c842
224,,,2018-07-23,43.689751,-85.515625,15400 Waldron Way,Big Rapids,49307,MI,624f1ad6d4d1951facd1c842
225,,,2016-01-01,44.28254,-85.40306,8605 E. 34 Road,Cadillac,49601,MI,624f1ad6d4d1951facd1c842
226,,,2018-07-23,45.025653,-84.722194,250 Meijer Drive,Gaylord,49735,MI,624f1ad6d4d1951facd1c842
227,,,2015-07-01,42.914231,-85.533057,5531 28th Street SE,Grand Rapids,49512,MI,624f1ad6d4d1951facd1c842
228,,,2018-07-23,42.766531,-84.514574,2025 Showtime Drive,Lansing,48912,MI,624f1ad6d4d1951facd1c842
229,,,2018-07-23,42.379388,-83.329535,13070 Middlebelt Rd,Livonia,48150,MI,624f1ad6d4d1951facd1c842
230,,,2018-07-23,43.155334,-86.202959,5300 Harvey Street,Muskegon,49444,MI,624f1ad6d4d1951facd1c842
231,,,2016-09-01,42.998817,-82.428935,500 Thomas Edison Parkway,Port Huron,48060,MI,624f1ad6d4d1951facd1c842
232,,,2018-07-23,42.522029,-82.90675,30800 Little Mack Avenue,Roseville,48066,MI,624f1ad6d4d1951facd1c842
233,,,2013-11-01,42.056357,-86.456352,3260 Niles Rd,St. Joseph,49085,MI,624f1ad6d4d1951facd1c842
234,,,2015-12-01,46.378836,-94.256378,6967 Lake Forest Road,Baxter,56401,MN,624f1ad6d4d1951facd1c842
235,,,2015-02-01,46.784467,-92.10232,200 West 1st Street,Duluth,55802,MN,624f1ad6d4d1951facd1c842
236,,,2015-10-01,46.009797,-92.93137,404 Fire Monument Road,Hinckley,55037,MN,624f1ad6d4d1951facd1c842
237,,,2016-10-01,44.964892,-92.961249,7180 10th St N,Oakdale,55128,MN,624f1ad6d4d1951facd1c842
238,,,2018-07-23,44.006337,-92.470924,500 Crossroads Dr,Rochester,55902,MN,624f1ad6d4d1951facd1c842
239,,,2013-12-15,43.63385,-95.595647,1290 Ryans Road,Worthington,56187,MN,624f1ad6d4d1951facd1c842
240,,,2015-03-01,38.957778,-92.252761,915 Port Way,Columbia,65201,MO,624f1ad6d4d1951facd1c842
241,,,2015-03-01,39.040814,-94.369265,18011 E Bass Pro Drive,Independence,64055,MO,624f1ad6d4d1951facd1c842
242,,,2018-07-23,39.246302,-94.644925,8301 North Saint Clair Avenue,Kansas City,64151,MO,624f1ad6d4d1951facd1c842
243,,,2016-06-01,36.893583,-89.533986,2612 E Malone Ave.,Miner,63801,MO,624f1ad6d4d1951facd1c842
244,,,2017-09-01,38.161838,-92.605664,929 Hwy D,Osage Beach,65065,MO,624f1ad6d4d1951facd1c842
245,,,2016-10-01,37.940065,-91.801675,1705 Martin Springs Drive,Rolla,65401,MO,624f1ad6d4d1951facd1c842
246,,,2016-12-01,37.251836,-93.265534,3050 N. Kentwood Ave.,Springfield,65803,MO,624f1ad6d4d1951facd1c842
247,,,2015-03-01,38.78216,-90.5329,2021 Zumbehl Road,St. Charles,63303,MO,624f1ad6d4d1951facd1c842
248,,,2017-09-01,33.787384,-89.849614,"2030 Sunset Dr,",Grenada,38901,MS,624f1ad6d4d1951facd1c842
249,,,2016-10-01,32.35778,-88.671246,1210 Bonita Lakes Drive,Meridian,39301,MS,624f1ad6d4d1951facd1c842
250,,,2016-05-01,32.274159,-90.151048,200 Bass Pro Drive,Pearl,39208,MS,624f1ad6d4d1951facd1c842
251,,,2017-09-01,34.311537,-88.700841,1001 Barnes Crossing Rd,Tupelo,38804,MS,624f1ad6d4d1951facd1c842
252,,,2014-10-01,45.83626,-109.94341,228 Big Timber Loop Road,Big Timber,59011,MT,624f1ad6d4d1951facd1c842
253,,,2014-07-15,45.734046,-108.604932,1801  Majestic Ln,Billings,59102,MT,624f1ad6d4d1951facd1c842
254,,,2015-01-01,45.70007,-111.06329,2023 Commerce Way,Bozeman,59715,MT,624f1ad6d4d1951facd1c842
255,,,2015-01-01,45.981226,-112.507161,2900 Harrison Ave.,Butte,59701,MT,624f1ad6d4d1951facd1c842
256,,,2018-07-23,47.192149,-114.888901,205 4th Ave. East,Superior,59872,MT,624f1ad6d4d1951facd1c842
257,,,2017-01-15,44.632492,-112.591718,108 Bailey Street,Lima,59739,MT,624f1ad6d4d1951facd1c842
258,,,2015-01-01,46.914375,-114.031924,5280 Grant Creek Rd.,Missoula,59808,MT,624f1ad6d4d1951facd1c842
259,,,2018-07-23,44.656089,-111.099022,201 S Canyon St.,West Yellowstone,59758,MT,624f1ad6d4d1951facd1c842
260,,,2015-12-19,35.531428,-82.604495,800 Brevard Road,Asheville,28806,NC,624f1ad6d4d1951facd1c842
261,,,2013-10-31,36.070788,-79.511222,1080 Piper Ln,Burlington,27215,NC,624f1ad6d4d1951facd1c842
262,,,2015-03-01,35.34075,-80.76579,2720 W Mallard Creek Church Rd,Charlotte,28262,NC,624f1ad6d4d1951facd1c842
263,,,2018-07-23,35.009458,-78.822461,1965 Cedar Creek Road,Fayetteville,28312,NC,624f1ad6d4d1951facd1c842
264,,,2018-07-23,36.05946,-79.908323,5421 Hornaday Road,Greensboro,27407,NC,624f1ad6d4d1951facd1c842
265,,,2018-07-23,35.706541,-81.294428,2191 13th Avenue Drive SE,Hickory,28602,NC,624f1ad6d4d1951facd1c842
266,,,2014-01-01,34.667629,-79.002343,5093 Fayetteville Rd.,Lumberton,28358,NC,624f1ad6d4d1951facd1c842
267,,,2017-11-01,35.835539,-78.643001,Lassiter at North Hills Ave,Raleigh,27609,NC,624f1ad6d4d1951facd1c842
268,,,2013-12-15,35.972904,-77.846845,651 N. Winstead Avenue,Rocky Mount,27804,NC,624f1ad6d4d1951facd1c842
269,,,2018-07-23,34.756268,-77.947684,111 River Village Place,Wallace,28466,NC,624f1ad6d4d1951facd1c842
270,,,2017-09-01,34.240825,-77.829189,6835 Conservation Way,Wilmington,28405,NC,624f1ad6d4d1951facd1c842
271,,,2016-12-01,40.917396,-100.170592,318 Platte River Road,Gothenburg,69138,NE,624f1ad6d4d1951facd1c842
272,,,2017-01-15,40.829973,-98.379822,3335 West Wood River Road,Grand Island,68803,NE,624f1ad6d4d1951facd1c842
273,,,2017-01-15,40.860814,-96.679878,5020 N 27th Street,Lincoln,68521,NE,624f1ad6d4d1951facd1c842
274,,,2017-01-15,41.116493,-101.709415,501 Stagecoach Trail,Ogallala,69153,NE,624f1ad6d4d1951facd1c842
275,,,2017-09-01,41.11549,-102.949669,645 Cabela Drive,Sidney,69162,NE,624f1ad6d4d1951facd1c842
276,,,2015-01-01,43.11007,-71.475065,Hooksett Travel Plaza Northbound I-93,Hooksett,03106,NH,624f1ad6d4d1951facd1c842
277,,,2015-01-01,43.109066,-71.477768,Hooksett Travel Plaza Southbound I-93,Hooksett,03106,NH,624f1ad6d4d1951facd1c842
278,,,2016-12-01,44.042484,-71.66745,22 South Mountain,Lincoln,03251,NH,624f1ad6d4d1951facd1c842
279,,,2015-12-01,42.895248,-70.869299,700 Lafayette Road,Seabrook,03874,NH,624f1ad6d4d1951facd1c842
280,,,2015-04-01,43.623536,-72.3258949,285 N. Plainfield Road,West Lebanon,03784,NH,624f1ad6d4d1951facd1c842
281,,,2015-05-01,40.32244,-74.4869,Mile Marker 71.7 New Jersey Turnpike,Cranbury,08512,NJ,624f1ad6d4d1951facd1c842
282,,,2015-06-01,40.415938,-74.444713,Mile Marker 78 New Jersey Turnpike North,East Brunswick,08816,NJ,624f1ad6d4d1951facd1c842
283,,,2014-08-15,40.544595,-74.334113,55 Parsonage Rd.,Edison,08837,NJ,624f1ad6d4d1951facd1c842
284,,,2016-06-01,39.393663,-74.562619,3121 Fire Road,Egg Harbor Township,08234,NJ,624f1ad6d4d1951facd1c842
285,,,2014-04-15,40.195539,-74.641375,425 Market Place Blvd,Hamilton Township,08691,NJ,624f1ad6d4d1951facd1c842
286,,,2018-07-23,40.721595,-74.040469,160 First Street,Jersey City,07302,NJ,624f1ad6d4d1951facd1c842
287,,,2018-07-23,40.439674,-74.504514,191 Grand Avenue,North Brunswick,08902,NJ,624f1ad6d4d1951facd1c842
288,,,2015-01-01,40.957892,-74.073976,530 Route 17 N,Paramus,07652,NJ,624f1ad6d4d1951facd1c842
289,,,2015-07-01,40.226408,-74.093572,1 Premium Outlets Blvd,Tinton Falls,07753,NJ,624f1ad6d4d1951facd1c842
290,,,2018-07-23,40.727344,-74.039834,30 Mall Drive West,Jersey City,07310,NJ,624f1ad6d4d1951facd1c842
291,,,2018-07-23,40.535859,-74.297322,440 King Georges Road,Woodbridge,08857,NJ,624f1ad6d4d1951facd1c842
292,,,2015-08-01,35.108486,-106.612804,2600 Menaul Blvd NE,Albuquerque,87107,NM,624f1ad6d4d1951facd1c842
293,,,2014-01-01,36.766315,-108.144266,4200 Sierra Vista Drive,Farmington,87402,NM,624f1ad6d4d1951facd1c842
294,,,2014-01-01,35.505278,-108.828094,111 Twin Buttes Rd,Gallup,87301,NM,624f1ad6d4d1951facd1c842
295,,,2015-08-01,35.622048,-105.205417,2500 N. Grand Ave.,Las Vegas,87701,NM,624f1ad6d4d1951facd1c842
296,,,2017-09-01,35.611872,-106.031442,8380 Cerrillos Rd,Santa Fe,87507,NM,624f1ad6d4d1951facd1c842
297,,,2015-03-01,34.947013,-104.647997,2516 Historic Route 66,Santa Rosa,88435,NM,624f1ad6d4d1951facd1c842
298,,,2017-09-01,33.15524,-107.251642,2201 F.G. Amin Street,Truth or Consequences,87901,NM,624f1ad6d4d1951facd1c842
299,,,2015-08-01,35.15396,-103.7226,2624 S Adams St.,Tucumcari,88401,NM,624f1ad6d4d1951facd1c842
300,,,2016-02-01,36.913695,-116.754463,900 Hwy 95 N,Beatty,89003,NV,624f1ad6d4d1951facd1c842
301,,,2015-02-01,40.836301,-115.790859,2755 Mountain City Highway,Elko,89801,NV,624f1ad6d4d1951facd1c842
302,,,2016-05-01,38.533939,-118.62308,705 Hwy 362,Hawthorne,89415,NV,624f1ad6d4d1951facd1c842
303,,,2018-07-23,35.970888,-114.910711,2800 S Boulder Hwy,Henderson,89002,NV,624f1ad6d4d1951facd1c842
304,,,2017-03-01,36.070704,-115.172895,6509 S Las Vegas Blvd.,Las Vegas,89119,NV,624f1ad6d4d1951facd1c842
305,,,2014-02-25,36.165906,-115.138655,701 Bridger Ave,Las Vegas,89101,NV,624f1ad6d4d1951facd1c842
306,,,2015-02-01,40.179476,-118.472135,150 Main St.,Lovelock,89419,NV,624f1ad6d4d1951facd1c842
307,,,2015-02-01,35.610678,-115.388014,31900 Las Vegas Blvd S,Primm,89019,NV,624f1ad6d4d1951facd1c842
308,,,2015-11-01,39.489732,-119.794179,3800 S Virginia St.,Reno,89502,NV,624f1ad6d4d1951facd1c842
309,,,2016-06-01,38.069801,-117.232243,171 Main St.,Tonopah,89049,NV,624f1ad6d4d1951facd1c842
310,,,2015-02-01,40.738399,-114.058998,810 W Wendover Blvd.,West Wendover,89883,NV,624f1ad6d4d1951facd1c842
311,,,2015-03-01,40.958869,-117.746501,1985 W Winnemucca Blvd.,Winnemucca,89445,NV,624f1ad6d4d1951facd1c842
312,,,2014-05-01,42.710356,-73.819109,131 Colonie Center,Albany,12205,NY,624f1ad6d4d1951facd1c842
313,,,2015-10-01,42.145542,-75.902081,1062 Front Street,Binghamton,13905,NY,624f1ad6d4d1951facd1c842
314,,,2018-07-23,40.721853,-73.956658,113 N. 12th Street,Brooklyn,11249,NY,624f1ad6d4d1951facd1c842
315,,,2015-06-01,42.968675,-78.69568,4455  Transit Road,Buffalo,14221,NY,624f1ad6d4d1951facd1c842
316,CONVENIENCE_STORE,,2018-07-23,41.825379,-73.770409,2300 Salt Point Turnpike,Clinton Corners,12514,NY,624f1ad6d4d1951facd1c842
317,,,2018-07-23,42.68869,-73.853254,1 Crossgates Mall Road,Guilderland,12203,NY,624f1ad6d4d1951facd1c842
318,,,2016-10-01,41.941893,-74.027428,640 Washington Ave.,Kingston,12401,NY,624f1ad6d4d1951facd1c842
319,,,2015-03-01,43.102424,-76.187446,441 Electronics Parkway,Liverpool,13088,NY,624f1ad6d4d1951facd1c842
320,,,2018-07-23,40.912547,-73.780488,33 LeCount Place and Huguenot Street,New Rochelle,10801,NY,624f1ad6d4d1951facd1c842
321,,,2018-07-23,40.717522,-73.997302,106 Mott Street,New York,10013,NY,624f1ad6d4d1951facd1c842
322,,,2018-07-23,40.780976,-73.980414,201 W 75th Street,New York,10023,NY,624f1ad6d4d1951facd1c842
323,,,2018-07-23,40.753356,-73.971685,212 East 47th Street,New York,10017,NY,624f1ad6d4d1951facd1c842
324,,,2018-07-23,42.170757,-77.108063,125 Victory Hwy,Painted Post,14870,NY,624f1ad6d4d1951facd1c842
325,,,2018-07-23,40.779854,-73.450709,1427 Old Country Road,Plainview,11803,NY,624f1ad6d4d1951facd1c842
326,,,2016-06-01,44.704537,-73.491829,60 Smithfield Blvd.,Plattsburgh,12901,NY,624f1ad6d4d1951facd1c842
327,,,2013-12-15,40.66179,-73.79282,150th Ave and 147th St,Queens,11430,NY,624f1ad6d4d1951facd1c842
328,,,2016-07-15,43.328388,-73.679992,578 Aviation Road,Queensbury,12804,NY,624f1ad6d4d1951facd1c842
329,,,2016-06-01,40.891909,-72.426995,850 County Road 39,Southampton,11968,NY,624f1ad6d4d1951facd1c842
330,,,2018-07-23,40.664127,-73.7251,"2034 Green Acres Mall, Sunrise Highway",Valley Stream,11581,NY,624f1ad6d4d1951facd1c842
331,,,2017-01-15,41.0615,-73.836457,600 White Plains Road,Tarrytown,10591,NY,624f1ad6d4d1951facd1c842
332,,,2015-02-01,43.113878,-75.206857,50 Auert Ave.,Utica,13502,NY,624f1ad6d4d1951facd1c842
333,,,2017-09-01,43.028655,-77.440128,7979 Pittsford Victor Rd,Victor,14564,NY,624f1ad6d4d1951facd1c842
334,,,2017-09-01,42.969252,-76.846005,1133 Route 414,Waterloo,13165,NY,624f1ad6d4d1951facd1c842
335,,,2016-06-01,43.979585,-75.954114,21182 Salmon Run Mall Loop W,Watertown,13601,NY,624f1ad6d4d1951facd1c842
336,,,2018-07-23,40.963395,-73.854936,Archer Street,Yonkers,10701,NY,624f1ad6d4d1951facd1c842
337,,,2017-09-01,40.003569,-81.574967,2101 Southgate Parkway,Cambridge,43725,OH,624f1ad6d4d1951facd1c842
338,,,2018-07-23,39.193617,-84.65921,6550 Harrison Avenue,Cincinnati,45247,OH,624f1ad6d4d1951facd1c842
339,,,2015-01-01,39.858702,-84.277027,9200 N Main Street,Dayton,45415,OH,624f1ad6d4d1951facd1c842
340,,,2015-03-01,39.877253,-83.063448,2221 Stringtown Rd,Grove City,43123,OH,624f1ad6d4d1951facd1c842
341,,,2015-01-01,40.726668,-84.071932,1933 Roschman Ave.,Lima,45804,OH,624f1ad6d4d1951facd1c842
342,,,2014-01-01,41.313663,-81.517018,8210 Macedonia Commons Blvd.,Macedonia,44056,OH,624f1ad6d4d1951facd1c842
343,,,2014-01-01,41.57833,-83.664593,1385 Conant Street,Maumee,43537,OH,624f1ad6d4d1951facd1c842
344,,,2016-12-01,40.494024,-82.712896,6200 State Route 95,Mt. Gilead,43338,OH,624f1ad6d4d1951facd1c842
345,,,2018-07-23,41.410005,-82.663187,4702 Milan Road,Sandusky,44870,OH,624f1ad6d4d1951facd1c842
346,,,2018-07-23,41.426978,-82.076353,5295 Detroit Road,Sheffield,44054,OH,624f1ad6d4d1951facd1c842
347,,,2018-07-23,41.343305,-81.824915,9037 Pearl Road,Strongsville,44136,OH,624f1ad6d4d1951facd1c842
348,,,2018-07-23,41.721552,-83.509201,1500 E. Alexis Road,Toledo,43612,OH,624f1ad6d4d1951facd1c842
349,,,2015-04-01,34.179106,-97.165632,322 Holiday Drive,Ardmore,73401,OK,624f1ad6d4d1951facd1c842
350,,,2016-07-15,36.167631,-95.766044,777 W. Cherokee St.,Catoosa,74015,OK,624f1ad6d4d1951facd1c842
351,,,2015-03-01,36.289315,-97.325935,2812 Fir Street,Perry,73077,OK,624f1ad6d4d1951facd1c842
352,,,2015-03-01,35.53859,-98.66012,1301 N Airport Rd,Weatherford,73096,OK,624f1ad6d4d1951facd1c842
353,,,2015-06-01,44.782882,-117.812306,1 Sunridge Lane,Baker City,97814,OR,624f1ad6d4d1951facd1c842
354,,,2016-07-15,44.03563,-121.308473,61535 S Highway 97,Bend,97702,OR,624f1ad6d4d1951facd1c842
355,,,2013-12-15,44.73704,-122.151999,210 D Street,Detroit,97342,OR,624f1ad6d4d1951facd1c842
356,,,2013-10-31,42.460931,-123.324124,1900 NW 6th St.,Grants Pass,97526,OR,624f1ad6d4d1951facd1c842
357,,,2017-09-01,42.216915,-121.75635,2655 Shasta Way,Klamath Falls,97603,OR,624f1ad6d4d1951facd1c842
358,,,2016-09-01,44.957751,-124.010966,1500 SE East Devils Lake Rd.,Lincoln City,97367,OR,624f1ad6d4d1951facd1c842
359,,,2015-06-01,45.64655,-118.68198,46510 Wildhorse Blvd.,Pendleton,97801,OR,624f1ad6d4d1951facd1c842
360,,,2015-10-01,45.402786,-122.294371,16625 SE 362nd Dr.,Sandy,97055,OR,624f1ad6d4d1951facd1c842
361,,,2016-07-15,46.00101,-123.91683,1111 N Roosevelt Dr.,Seaside,97138,OR,624f1ad6d4d1951facd1c842
362,,,2013-10-31,44.082607,-123.037458,919 Kruse Way,Springfield,97477,OR,624f1ad6d4d1951facd1c842
363,,,2013-08-29,45.15313,-122.881254,255 N Arney Rd,Woodburn,97071,OR,624f1ad6d4d1951facd1c842
364,,,2016-01-01,40.588118,-75.560089,4680 Broadway,Allentown,18104,PA,624f1ad6d4d1951facd1c842
365,,,2018-07-23,40.913875,-77.738413,170 Buckaroo Ln,Bellefonte,16823,PA,624f1ad6d4d1951facd1c842
366,,,2016-10-01,41.016143,-76.492616,11 Ricky Ave.,Bloomsburg,17815,PA,624f1ad6d4d1951facd1c842
367,,,2018-07-23,39.999842,-78.238697,16417 Lincoln Highway,Breezewood,15533,PA,624f1ad6d4d1951facd1c842
368,,,2018-07-23,40.23345,-77.119076,1720 Harrisburg Pike,Carlisle,17015,PA,624f1ad6d4d1951facd1c842
369,,,2014-04-01,40.683508,-80.108327,1308 Freedom Road,Cranberry,16066,PA,624f1ad6d4d1951facd1c842
370,,,2016-07-15,42.049602,-80.086345,2225 Down Drive,Erie,16509,PA,624f1ad6d4d1951facd1c842
371,,,2017-09-01,41.140779,-78.784927,1867 Rich Highway,Falls Creek,15840,PA,624f1ad6d4d1951facd1c842
372,,,2016-05-01,40.277134,-76.823255,3819 Union Deposit Rd,Harrisburg,17109,PA,624f1ad6d4d1951facd1c842
373,,,2018-07-23,41.201008,-80.455223,2381  S. HERMITAGE ROAD,Hermitage,16148,PA,624f1ad6d4d1951facd1c842
374,,,2017-01-15,41.361979,-75.676596,1035 Shoppes Blvd.,Moosic,18507,PA,624f1ad6d4d1951facd1c842
375,,,2014-01-01,40.017517,-79.07712,1030 North Center Avenue,Somerset,15501,PA,624f1ad6d4d1951facd1c842
376,,,2015-12-31,41.045431,-75.312237,1000 Premium Outlets Dr,Tannersville,18372,PA,624f1ad6d4d1951facd1c842
377,,,2014-01-01,41.660517,-71.497242,1000 Division Street,East Greenwich,02818,RI,624f1ad6d4d1951facd1c842
378,,,2016-12-01,34.106319,-80.950723,8910 Farrow Road,Columbia,29203,SC,624f1ad6d4d1951facd1c842
379,,,2018-01-01,34.190271,-79.832615,2701 David H McLeod Blvd,Florence,29501,SC,624f1ad6d4d1951facd1c842
380,,,2015-11-01,34.825893,-82.306952,108 Carolina Point,Greenville,29607,SC,624f1ad6d4d1951facd1c842
381,,,2017-09-01,33.704386,-78.925179,2000 Coastal Grand Circle,Myrtle Beach,29577,SC,624f1ad6d4d1951facd1c842
382,,,2013-12-15,33.485858,-80.475763,114 Bradford Blvd,Santee,29142,SC,624f1ad6d4d1951facd1c842
383,,,2018-07-23,43.767154,-103.59432,800 Mount Rushmore Road,Custer,57730,SD,624f1ad6d4d1951facd1c842
384,STANDALONE_STATION,,2013-12-15,43.701129,-98.0445,1305 W. Havens Street,Mitchell,57301,SD,624f1ad6d4d1951facd1c842
385,,,2013-12-15,43.886915,-100.716887,302 W 5th St.,Murdo,57559,SD,624f1ad6d4d1951facd1c842
386,,,2018-07-23,43.803197,-99.383371,1000 E Dakota Highway 16,Oacoma,57365,SD,624f1ad6d4d1951facd1c842
387,,,2013-12-01,44.105601,-103.212569,2200 N. Maple Ave.,Rapid City,57701,SD,624f1ad6d4d1951facd1c842
388,,,2018-07-23,43.527668,-96.790592,1900 South Marion Rd,Sioux Falls,57106,SD,624f1ad6d4d1951facd1c842
389,,,2018-07-23,44.520573,-103.89107,3275 Old Belle Rd,Spearfish,57783,SD,624f1ad6d4d1951facd1c842
390,,,2017-09-01,36.59171,-82.261227,416 Pinnacle Parkway,Bristol,37620,TN,624f1ad6d4d1951facd1c842
391,,,2014-09-01,35.038644,-85.19593,1001 Airport Road,Chattanooga,37421,TN,624f1ad6d4d1951facd1c842
392,,,2018-07-23,36.155817,-85.515186,377 West Jackson Street,Cookeville,38501,TN,624f1ad6d4d1951facd1c842
393,,,2018-07-23,36.018436,-87.333018,100 Barzani Blvd,Dickson,37055,TN,624f1ad6d4d1951facd1c842
394,,,2016-12-01,35.66042,-88.855619,56 Casey Jones Lane,Jackson,38305,TN,624f1ad6d4d1951facd1c842
395,,,2015-04-01,35.901319,-84.149634,10936 Parkside Dr,Knoxville,37934,TN,624f1ad6d4d1951facd1c842
396,,,2018-07-23,35.458629,-86.057393,2224 Hillsboro Blvd.,Manchester,37355,TN,624f1ad6d4d1951facd1c842
397,,,2016-12-01,35.097801,-89.858957,6073 Park Avenue,Memphis,38119,TN,624f1ad6d4d1951facd1c842
398,,,2015-12-01,35.189016,-101.931467,8231 West Amarillo Blvd.,Amarillo,79124,TX,624f1ad6d4d1951facd1c842
399,,,2017-09-01,32.754659,-97.082823,1200 Ballpark Way,Arlington,76011,TX,624f1ad6d4d1951facd1c842
